eventid	iyear	imonth	iday	extended	country	country_txt	region	region_txt	provstate	city	latitude	longitude	specificity	vicinity	location	summary	crit1	crit2	crit3	doubtterr	alternative	alternative_txt	multiple	success	suicide	attacktype1	attacktype1_txt	targtype1	targtype1_txt	targsubtype1	targsubtype1_txt	corp1	target1	natlty1	natlty1_txt	gname	motive	guncertain1	individual	nperps	nperpcap	claimed	compclaim	weaptype1	weaptype1_txt	weapsubtype1	weapsubtype1_txt	nkill	nkillter	nwound	nwoundte	property	propextent	propextent_txt	ishostkid	nhostkid	dbsource	id	population
2.02E+11	2016	4	10	0	4	Afghanistan	6	South Asia	Nangarhar	Lukhi	34.296504	70.214648	2	0	The incident occurred in Khogyani district.	"04/10/2016: An explosive device detonated in in Lukhi, Nangarhar, Afghanistan. Four civilians were wounded in the attack. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	14	Private Citizens & Property	67	Unnamed Civilian/Unspecified	Not Applicable	Civilians	4	Afghanistan	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	0	0	4	0	0			0		START Primary Collection	AFG	29121286
2.01E+11	2013	1	14	0	19	Bangladesh	6	South Asia	Dhaka	Uttara	23.872839	90.396028	1	0		"01/14/2013: Three assailants attacked Asif Mohiuddin, an outspoken atheist blogger, near his office in Dhaka city, Bangladesh. He was stabbed several times in the assault, although he survived the attack. No group claimed responsibility for the incident; however, officials attributed the attack to Ansarullah Bengali Team."	1	1	1	0			0	1	0	2	Armed Assault	10	Journalists & Media	56	Other (including online news agencies)	Not Applicable	Blogger: Asif Mohiuddin	19	Bangladesh	Ansarullah Bangla Team	"The specific motive is unknown; however, sources speculate that the victim, Asif Mohiuddin, was targeted because he was a blogger who had written things critical of Islam."	0	0	3	0	0		9	Melee	23	Knife or Other Sharp Object	0	0	1	0	0			0		START Primary Collection	BGD	158065841
2.00E+11	2003	3	30	0	4	Afghanistan	6	South Asia	Kabul	Kabul	34.533056	69.166111	1	0		"03/30/2003: Extremists linked to Afghan warlord Gulbuddin Hekmatyar were suspected of firing a rocket at the headquarters of the International Security Assistance Force (ISAF), slightly damaging the compound. The perpetrators fired another rocket into the Pul-e-Charkhi area. There were no injuries reported in either related attack."	1	1	1	0			1	1	0	3	Bombing/Explosion	4	Military	37	NATO	North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF)	Headquarters	422	International	Hizb-I-Islami	Unknown	1	0		0	0		6	Explosives/Bombs/Dynamite	11	"Projectile (rockets, mortars, RPGs, etc.)"	0	0	0	0	1	3	Minor (likely < $1 million)	0		CETIS	AFG	29121286
2.02E+11	2016	7	14	0	95	Iraq	10	Middle East & North Africa	Al Anbar	Karma	33.383505	43.899868	1	0		"07/14/2016: Security forces discovered and defused an explosives-rigged house in Karma, Al Anbar, Iraq. No group claimed responsibility for the incident."	1	1	1	0			0	0	0	3	Bombing/Explosion	20	Unknown			Unknown	Unknown	95	Iraq	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	0	0	0	0	0			0		START Primary Collection	IRQ	29671605
2.02E+11	2015	3	20	0	200	Syria	10	Middle East & North Africa	Hamah	Sheikh Hilal	35.249722	37.503889	1	0		"03/20/2015: Assailants attacked a Syrian Armed Forces (SAF) checkpoint in Sheikh Hilal, Hama governorate, Syria. At least 62 soldiers were killed and an unknown number of others were injured in the incident. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack."	1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	9	Unknown	4	Military	36	Military Checkpoint	Syrian Armed Forces (SAF)	Checkpoint	200	Syria	Islamic State of Iraq and the Levant (ISIL)		0	0	-99	0	1		13	Unknown			62	0		0	0			0		START Primary Collection	SYR	22198110
1.98E+11	1982	2	22	0	97	Israel	10	Middle East & North Africa	Central	Petah Tiqwa	32.084933	34.890149	1	0			1	1	1	-9			0	1	0	3	Bombing/Explosion	1	Business	3	Bank/Commerce		bank	97	Israel	Palestinians		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type					1	4	Unknown	0		PGIS	ISR	7353985
2.01E+11	2005	5	23	0	95	Iraq	10	Middle East & North Africa	Baghdad	Baghdad	33.389934	44.460652	1	0		"05/23/2005: A car bomb exploded outside a restaurant in the Sadr City district of Baghdad, Iraq, killing eight people and wounding 110 others. The restaurant is often frequented by Shi i followers of Muqtada al-Sadr as well as local police. No group claimed responsibility for the attack."	1	1	1	0			0	1	0	3	Bombing/Explosion	1	Business	2	Restaurant/Bar/Café	Civilan(s)	Civilian patrons of a local restaurant	95	Iraq	Unknown	Unknown	0	0		0	0		6	Explosives/Bombs/Dynamite	15	Vehicle	8	0	110		-9	4	Unknown	0		CETIS	IRQ	29671605
2.02E+11	2016	12	27	0	92	India	6	South Asia	Bihar	Muzaffarpur	26.122274	85.377884	1	0	The incident occurred in the Marvapakar area.	"12/27/2016: Assailants armed with explosive devices and firearms attacked the Sundaram brick kiln in Muzaffarpur, Bihar, India. One employee of the kiln was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists."	1	1	1	0			0	1	0	3	Bombing/Explosion	1	Business	5	Industrial/Textiles/Factory	Unknown	Brick Kiln	92	India	Maoists	"The specific motive is unknown; however, sources stated that the attack was related to an extortion demand."	0	0	24	3	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	0	0	1	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	IND	1173108018
1.99E+11	1985	12	15	0	185	Spain	8	Western Europe	Catalonia	Barcelona	41.387917	2.169919	1	0			1	1	1	0			0	0	0	3	Bombing/Explosion	3	Police	22	"Police Building (headquarters, station, school)"	Police	Station	185	Spain	Terra Lliure		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1			0		PGIS	ESP	40548753
2.01E+11	2005	12	27	0	167	Russia	9	Eastern Europe	Dagestan (Republic)	Makhachkala	42.978368	47.491066	1	0		"12/27/2005: Unknown gunmen shot at the car of Dagestani Deputy Interior Minister Magomed Gazimagomedov in Makhachkala, Russia. Gazimagomedov’s son and his driver were killed in the incident, but the Deputy Minister was not in the car at the time."	1	1	1	0			0	1	0	2	Armed Assault	2	Government (General)	18	"Government Personnel (excluding police, military)"	Dagestan Government Officials	Dagestani Deputy Interior Minister Magomed Gazimagomedov	167	Russia	Unknown	To kill Dagestani Deputy Interior Minister Magomed Gazimagomedov.	0	0	2	0	0		5	Firearms	2	Automatic Weapon	2	0	0	0	0			0		CETIS	RUS	139390205
2.01E+11	2013	5	11	0	4	Afghanistan	6	South Asia	Nuristan	Unknown	35.377854	70.902557	4	0	The attack occurred in the Nuristan province.	"05/11/2013: An explosive device detonated near the vehicle of a National Directorate of Security (NDS) official in eastern Nuristan province, Afghanistan. At least one person was killed in the blast. No group claimed responsibility; however, officials attributed the incident to the Taliban."	1	1	1	0			0	1	0	1	Assassination	2	Government (General)	20	Intelligence	National Directorate of Security (NDS)	Deputy Provincial Intelligence Official: Sharif	4	Afghanistan	Taliban		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	1	0	0	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	AFG	29121286
1.97E+11	1970	3	22	0	217	United States	1	North America	New York	New York City	40.844782	-73.864827	1	0	The Bronx	"3/22/1970: In a series of related attacks, a member of the Black Panther Party placed a pipe bomb on the window ledge of Chase-Manhattan Bank in the Bronx, New York, United States.  Police discovered and disarmed the time bomb."	1	1	1	0			1	0	0	3	Bombing/Explosion	1	Business	3	Bank/Commerce	Chase-Manhattan Bank	"Chase-Manhattan Bank, Bronx branch"	217	United States	Black Panthers	Revolutionary movement against the financial establishment	0	0	1	1	0		6	Explosives/Bombs/Dynamite	14	Time Fuse	0	0	0	0	0			0		Hewitt Project	USA	310232863
1.98E+11	1983	11	10	0	159	Peru	3	South America	Lima	Lima	-12.046378	-77.042791	1	0			1	1	1	0			0	1	0	9	Unknown	1	Business	7	Retail/Grocery/Bakery		Berckemeyer Importing Company	159	Peru	Shining Path (SL)		0	0					13	Unknown							1	4	Unknown	0		PGIS	PER	29907003
2.01E+11	2014	8	22	0	4	Afghanistan	6	South Asia	Logar	Mohammad Agha district	34.216259	69.099941	3	0	The incident occurred in the Ab Paran area of the district.	"08/22/2014: A land mine detonated underneath a vehicle carrying Ainak Copper Mine security guards in Ab Paran area, Mohammad Agha district, Logar province, Afghanistan. Three security guards were killed and the vehicle was damaged in the blast. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	1	Business	10	Mining	Ainak Copper Mine	Security Guards	4	Afghanistan	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	8	Land Mine	3	0	0	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	AFG	29121286
2.01E+11	2013	1	22	0	153	Pakistan	6	South Asia	Sindh	Karachi	24.965248	67.067414	1	0	Nagan Chowrangi	"01/22/2013: A pipe-bomb exploded near the Pearl Apartment building in Nagan Chowrangi, Karachi, Sindh province, Pakistan. The blast injured four people. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	14	Private Citizens & Property	76	House/Apartment/Residence	Not Applicable	Pearl Apartment Building Residents	153	Pakistan	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	0	0	4	0	-9			0		START Primary Collection	PAK	177276594
2.01E+11	2013	4	11	0	92	India	6	South Asia	Bihar	Jamui district	24.950248	86.175176	3	0		"04/11/2013: Assailants damaged government buildings with construction vehicles in Jamui district, Bihar state, India. This was the second of two coordinated attacks on two government buildings. No group claimed responsibility for the incident; however, sources attributed the incident to Maoists."	1	1	1	0			1	1	0	7	Facility/Infrastructure Attack	2	Government (General)	21	Government Building/Facility/Office	Unknown	Building	92	India	Maoists	"The specific motive is unknown; however, police officials posit that Maoists executed the attack because they suspected that the building would be used as a base for Indian security forces to launch anti-Maoist operations."	0	0	-99	0	0		10	"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"			0	0	0	0	1	4	Unknown	0		START Primary Collection	IND	1173108018
2.01E+11	2013	10	3	0	95	Iraq	10	Middle East & North Africa	Al Anbar	Unknown	32.556074	41.922112	4	0		"10/03/2013: Assailants attacked an Iraqi Border Guards checkpoint on the Iraqi-Syrian border in Al Anbar governorate, Iraq. Two border guards were killed and two were injured in the incident. No group claimed responsibility for the attack."	1	1	1	0			0	1	0	2	Armed Assault	3	Police	24	Police Checkpoint	Iraqi Border Guards	Checkpoint	95	Iraq	Unknown		0	0	-99	0	0		5	Firearms	5	Unknown Gun Type	2	0	2	0	-9			0		START Primary Collection	IRQ	29671605
2.01E+11	2014	3	21	1	228	Yemen	10	Middle East & North Africa	Unknown	Unknown			5	0		"03/21/2014: Assailants abducted Muhammad al-Asad, the head of the services department for the Office of Public Works and Roads, in Yemen. The outcome of the abduction is unknown. No group claimed responsibility for the incident; however, sources attributed the abduction to tribesmen."	1	1	1	0			0	1	0	6	Hostage Taking (Kidnapping)	2	Government (General)	18	"Government Personnel (excluding police, military)"	Office of Public Works and Roads	Head of Services Department: Muhammad al-Asad	228	Yemen	Tribesmen	"The specific motive is unknown; however, authorities posited that tribesmen abducted Muhammad al-Asad in order to exchange him for those who were responsible for killing several of their relatives in security operations."	0	0	-99	0	0		5	Firearms	5	Unknown Gun Type		0		0	0			1	1	START Primary Collection	YEM	23495361
1.99E+11	1988	12	7	0	138	Myanmar	5	Southeast Asia		Sinbo	24.778974	97.037746	1	0			1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	2	Armed Assault	4	Military	27	Military Barracks/Base/Headquarters/Checkpost	Burma Military	"Camp, 37th Infantry Regiment"	138	Myanmar	Kachin Independence Army (KIA)		0	0	300				5	Firearms	2	Automatic Weapon	4		11		1			0		PGIS	MMR	53414374
1.99E+11	1989	8	2	0	159	Peru	3	South America	Junin	Mantaro district	-11.822224	-75.392952	3	0			1	1	1	0			1	1	0	3	Bombing/Explosion	21	Utilities	107	Electricity	Electro Peru	High tension line tower	159	Peru	Shining Path (SL)		0	0					6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0		0		1	3	Minor (likely < $1 million)	0		PGIS	PER	29907003
2.01E+11	2014	2	14	0	18	Bahrain	10	Middle East & North Africa	Capital	Daih	26.225593	50.535589	1	0		"02/14/2014: An explosive device struck a police bus in Daih village, Northern governorate, Bahrain. At least three officers were wounded as a result of the blast. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	3	Police	23	Police Patrol (including vehicles and convoys)	Public Security Force (PSF)	Bus	18	Bahrain	Unknown		0	0	-99	0	0		6	Explosives/Bombs/Dynamite	16	Unknown Explosive Type	0	0	3	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	163	738004
2.01E+11	2013	2	19	0	200	Syria	10	Middle East & North Africa	Damascus	Damascus	33.5111	36.3064	1	1		"02/19/2013: Two mortar shells landed near the Tishreen Palace, residence of President Bashar Assad, in Damascus city, Damascus governorate, Syria. There were no reported casualties resulting from the blasts, although the palace wall was damaged. The Free Syrian Army claimed responsibility for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	2	Government (General)	17	Head of State	Government of Syria	Presidential Palace	200	Syria	Free Syrian Army		0	0	-99	0	1		6	Explosives/Bombs/Dynamite	11	"Projectile (rockets, mortars, RPGs, etc.)"	0	0	0	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	SYR	22198110
2.01E+11	2014	9	22	0	19	Bangladesh	6	South Asia	Chittagong	Rangamati	22.655274	92.176236	1	0		"09/22/2014: A grenade detonated outside of the Chittagong Hill Tracts (CHT) Regional Council office in Rangamati district, Chittagong division, Bangladesh. There were no reported casualties; however, five vehicles were damaged in the blast. No group claimed responsibility for the incident."	1	1	1	0			0	1	0	3	Bombing/Explosion	2	Government (General)	21	Government Building/Facility/Office	Chittagong Hill Tracts (CHT) Regional Council	Office	19	Bangladesh	Unknown		0	0	1	1	0		6	Explosives/Bombs/Dynamite	7	Grenade	0	0	0	0	1	3	Minor (likely < $1 million)	0		START Primary Collection	BGD	158065841
1.98E+11	1981	8	3	0	83	Guatemala	2	Central America & Caribbean		Guatemala City	14.624422	-90.53288	1	0			0	1	1	1	2	Other Crime Type	0	1	0	1	Assassination	14	Private Citizens & Property	77	Laborer (General)/Occupation Identified	own practice	Medical doctor Cesar Augustino Tobias	83	Guatemala	Unknown		0	0					5	Firearms	2	Automatic Weapon	1		0		0			0		PGIS	GTM	13550440
1.98E+11	1983	1	4	0	97	Israel	10	Middle East & North Africa	Jerusalem	Ein Karem	31.768092	35.160944	1	0			1	1	1	0			0	1	0	3	Bombing/Explosion	15	Religious Figures/Institutions	86	Place of Worship		Russian Orthodox church	359	Soviet Union	Jewish Terror		0	0					6	Explosives/Bombs/Dynamite	17	Other Explosive Type	0		0		1	3	Minor (likely < $1 million)	0		PGIS	ISR	7353985
1.98E+11	1983	10	6	0	94	Iran	10	Middle East & North Africa	Tehran	Tehran	35.696442	51.422974	1	0			1	1	1	0			0	1	0	9	Unknown	7	Government (Diplomatic)	45	"Diplomatic Personnel (outside of embassy, consulate)"	French Embassy	Vehicle	69	France	Orly Organization		0	0					13	Unknown			0		2		1			0		Armenian Website	IRN	67037517
2.01E+11	2008	6	12	0	45	Colombia	3	South America	Bogota	Bogota	4.646379	-74.113719	1	0	"The attack took place near a electric post in the a corner of the village of Montevideo in the industrial sector of Bogota, Cundinamarca, Colombia."	"06/12/2008: On Thursday night, in Bogota, Cundinamarca, Colombia, armed assailants detonated a bomb near a electric post in the a corner of the village of Montevideo in the industrial sector of the city, damaging several buildings but causing no injuries.  No group claimed responsibility, although it was widely believed that the Revolutionary Armed Forces of Colombia (FARC) was responsible."	1	1	1	0			0	1	0	3	Bombing/Explosion	14	Private Citizens & Property	75	Village/City/Town/Suburb		The assailants detonated a bomb in the industrial sector of the city.	45	Colombia	Revolutionary Armed Forces of Colombia (FARC)	The specific motive for the attack is unknown.	1	0	-99	0	0		6	Explosives/Bombs/Dynamite	17	Other Explosive Type	0	0	0	0	1	3	Minor (likely < $1 million)	0		ISVG	COL	44205293
1.98E+11	1984	4	2	0	159	Peru	3	South America	Unknown	Sunilla			5	0			1	1	0	1	1	Insurgency/Guerilla Action	0	1	0	2	Armed Assault	4	Military	29	Military Unit/Patrol/Convoy		Military Unit	159	Peru	Shining Path (SL)		0	0					5	Firearms	2	Automatic Weapon	40		0		1			0		PGIS	PER	29907003
2.00E+11	1999	3	14	0	209	Turkey	10	Middle East & North Africa	Istanbul	Istanbul	41.012339	28.968423	1	0		"03/14/1999: Unidentified persons threw two Molotov cocktails at a building belonging to the Democratic Left Party (DSP) in Kirac District, Istanbul, Turkey, causing some damage, but no casualties."	1	1	1	1	2	Other Crime Type	0	1	0	3	Bombing/Explosion	2	Government (General)	15	Politician or Political Party Movement/Meeting/Rally	Democratic Left Party	"Democratic Left Party building in Kirac District, Istanbul, Turkey"	209	Turkey	Unknown	Unknown	0	0		0	0		8	Incendiary	19	Molotov Cocktail/Petrol Bomb	0	0	0	0	1	3	Minor (likely < $1 million)	0		CETIS	TUR	77804122
